Country,Air Pollution Level,Air Quality Station Type,Longitude,Latitude,Altitude,City,City Population,PATH
Bulgaria,12.179,Background,27.936,43.2173,51.0,Varna,336216.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/192.jpg
Croatia,23.915,Traffic,18.6988,45.5588,0.0,Osijek,103209.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/193.jpg
Croatia,13.335,Background,14.4835,45.3208,0.0,Rijeka,115219.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/194.jpg
Lithuania,17.767,Traffic,23.308,55.9378,122.0,Siauliai,101511.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/195.jpg
Netherlands,19.76,Traffic,5.4448,51.4442,18.0,Greater Eindhoven,276979.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/196.jpg
Slovakia,24.007,Traffic,19.1549,48.7352,346.0,Banská Bystrica,78084.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/197.jpg
Slovakia,33.39,Traffic,21.2668,48.9925,252.0,Presov,88464.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/198.jpg
Romania,14.907,Background,26.3893,46.9341,357.0,Piatra Neamt,112786.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/199.jpg
Romania,18.154,Industrial,26.918,46.9488,208.0,Roman,69229.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/200.jpg
Slovakia,22.057,Traffic,21.2588,48.7263,209.0,Kosice,238593.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/201.jpg
Croatia,19.97,Traffic,16.4493,43.5107,0.0,Split,168299.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/202.jpg
Czechia,18.913,Background,14.3801,50.0844,300.0,Praha,1324277.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/203.jpg
Czechia,11.986,Background,14.4657,48.9844,383.0,?eské Bud?jovice,94463.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/204.jpg
Cyprus,28.006,Traffic,33.3478,35.1519,175.0,Lefkosia,241400.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/205.jpg
Spain,22.914,Traffic,-5.9596,37.3843,29.0,Sevilla,884899.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/206.jpg
Slovenia,21.523,Background,14.5127,46.0655,299.0,Ljubljana,289518.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/207.jpg
Slovakia,22.491,Traffic,18.0768,48.3095,143.0,Nitra,76533.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/208.jpg
Spain,17.295,Background,-0.8869,41.6752,200.0,Zaragoza,681877.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/209.jpg
Spain,9.551,Traffic,-6.9351,37.2534,18.0,Huelva,143837.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/210.jpg
Slovakia,27.964,Traffic,17.5849,48.3712,152.0,Trnava,65033.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/211.jpg
Spain,19.596,Traffic,-2.4467,36.8413,51.0,Almería,201322.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/212.jpg
Slovenia,8.027,Background,15.6261,46.5684,280.0,Maribor,110871.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/213.jpg
Czechia,20.952,Background,16.6163,49.2027,225.0,Brno,381346.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/214.jpg
Czechia,15.129,Traffic,15.8464,50.1954,232.0,Hradec Králové,92939.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/215.jpg
Czechia,13.025,Background,14.106,50.1674,219.0,Kladno,69337.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/216.jpg
Czechia,16.396,Traffic,13.4023,49.7324,340.0,Plzen,174842.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/217.jpg
Czechia,12.773,Background,15.07,50.7551,422.0,Liberec,104802.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/218.jpg
Czechia,17.951,Background,17.2381,49.6015,224.0,Olomouc,100663.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/219.jpg
Czechia,16.929,Background,18.2637,49.8392,220.0,Ostrava,287968.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/220.jpg
Estonia,14.64,Traffic,24.7606,59.4311,5.0,Tallinn,438341.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/221.jpg
Czechia,17.456,Background,13.6453,50.5104,221.0,Most,66034.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/222.jpg
Czechia,28.153,Traffic,13.9979,50.6831,230.0,Ústí nad Labem,92716.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/223.jpg
Denmark,8.993,Background,10.1936,56.1598,21.0,Aarhus,319094.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/224.jpg
Denmark,17.418,Traffic,12.5533,55.6983,5.0,København,559440.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/225.jpg
Denmark,6.432,Background,10.3892,55.3964,25.0,Odense,193370.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/226.jpg
Denmark,7.872,Background,9.9309,57.0467,30.0,Aalborg,203448.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/227.jpg
Estonia,8.443,Background,26.7347,58.3706,41.0,Tartu,95430.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/228.jpg
Estonia,7.229,Background,28.1792,59.3762,25.0,Narva,53424.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/229.jpg
Romania,19.625,Industrial,24.3514,44.4295,160.0,Slatina,82931.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/230.jpg
Romania,19.898,Background,22.8762,47.7975,125.0,Satu Mare,119788.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/231.jpg
Spain,16.49,Industrial,-5.4426,36.1617,1.0,Algeciras,123078.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/232.jpg
Slovakia,19.338,Background,18.7712,49.2114,356.0,Zilina,80727.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/233.jpg
Finland,11.76,Traffic,25.7479,62.2382,82.0,Jyväskylä,142400.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/234.jpg
France,21.377,Background,2.2236,48.9514,56.0,Paris (greater city),9845879.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/235.jpg
Finland,11.572,Background,24.9506,60.1874,18.0,Helsinki / Helsingfors (greater city),1154967.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/236.jpg
Finland,12.387,Traffic,27.6619,62.882,107.0,Kuopio,119282.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/237.jpg
Spain,12.068,Industrial,-15.4161,28.0299,90.0,Telde,102791.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/238.jpg
Spain,25.758,Traffic,-5.833,43.3665,180.0,Oviedo,219910.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/239.jpg
Spain,20.632,Traffic,-5.6735,43.5299,29.0,Gijón,271717.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/240.jpg
Spain,16.095,Traffic,-5.9275,43.5589,12.0,Avilés,77791.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/241.jpg
Spain,11.652,Background,-16.2768,28.4554,169.0,Santa Cruz de Tenerife,368105.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/242.jpg
Spain,20.226,Industrial,2.7011,39.5477,2.0,Palma de Mallorca,422587.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/243.jpg
Spain,9.281,Industrial,1.4349,38.9072,44.0,Eivissa,51128.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/244.jpg
Finland,12.172,Traffic,23.7357,61.4987,120.0,Tampere / Tammerfors,238140.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/245.jpg
Romania,16.822,Traffic,28.7869,45.1795,7.0,Tulcea,86520.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/246.jpg
Romania,41.577,Traffic,26.1273,44.4449,81.0,Bucuresti,2131034.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/247.jpg
Spain,10.728,Industrial,-15.4163,28.0351,53.0,Las Palmas,381223.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/248.jpg
Finland,14.859,Traffic,25.4713,65.01,5.0,Oulu,205489.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/249.jpg
Finland,9.887,Traffic,25.6658,60.9913,85.0,Lahti / Lahtis,119823.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/250.jpg
Spain,26.538,Traffic,-4.8257,39.9638,380.0,Talavera de la Reina,83663.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/251.jpg
Spain,7.795,Background,-13.5559,28.9679,22.0,Arrecife,64645.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/252.jpg
Spain,8.772,Background,-4.0642,43.3464,20.0,Torrelavega,51597.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/253.jpg
Spain,26.802,Background,2.2095,41.4474,23.0,Barcelona,3755512.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/254.jpg
Spain,18.94,Traffic,-0.3758,39.4561,11.0,Valencia,1417464.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/255.jpg
Spain,16.173,Background,2.4433,41.5472,40.0,MatarÃ³,129661.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/256.jpg
Spain,16.386,Background,-3.1716,40.6298,700.0,Guadalajara,87484.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/257.jpg
Spain,17.735,Traffic,-0.4719,38.3594,45.0,Alicante/Alacant,337482.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/258.jpg
Italy,15.659,Background,13.5041,38.0861,51.0,Bagheria,53409.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/259.jpg
France,10.354,Background,0.196,47.9889,50.0,Le Mans,150369.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/260.jpg
France,13.624,Background,-1.1537,46.1626,10.0,La Rochelle,82783.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/261.jpg
Spain,11.371,Traffic,-0.2347,39.6672,10.0,Sagunto,67173.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/262.jpg
Sweden,15.095,Traffic,14.1595,57.7782,97.5,JÃ¶nkÃ¶ping,137481.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/263.jpg
Switzerland,24.647,Traffic,6.6396,46.522,530.0,Lausanne (greater city),250937.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/264.jpg
Sweden,19.084,Traffic,12.9447,57.7208,143.0,BorÃ¥s,111026.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/265.jpg
France,8.928,Background,-0.5501,47.4474,30.0,Angers,180297.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/266.jpg
France,11.673,Background,-0.5804,44.8612,3.0,Bordeaux,650138.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/267.jpg
France,8.43,Background,0.3585,46.587,119.0,Poitiers,98314.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/268.jpg
France,7.123,Background,-2.2499,47.2641,10.0,Saint-Nazaire,69993.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/269.jpg
France,21.549,Traffic,1.2548,45.83,246.0,Limoges,143147.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/270.jpg
Spain,11.836,Traffic,-8.5311,42.8878,260.0,Santiago de Compostela,97848.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/271.jpg
Switzerland,29.169,Background,6.1411,46.2078,383.0,GenÃ¨ve (greater city),407605.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/272.jpg
Switzerland,28.011,Traffic,8.5235,47.3709,415.0,ZÃ¼rich (greater city),677118.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/273.jpg
Switzerland,28.543,Traffic,8.3044,47.0458,441.0,Luzern (greater city),160566.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/274.jpg
Switzerland,25.84,Traffic,7.4409,46.951,536.0,Bern (greater city),227924.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/275.jpg
France,10.418,Background,-1.5375,47.2225,20.0,Nantes,450218.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/276.jpg
France,10.273,Background,-0.3915,43.3108,197.0,Pau,110402.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/277.jpg
France,17.05,Traffic,-1.5288,43.494,40.0,Bayonne,115561.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/278.jpg
Italy,34.798,Traffic,12.5756,44.0522,3.0,Rimini,149335.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/279.jpg
Sweden,20.72,Traffic,20.2585,63.8289,15.0,Umeå,125080.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/280.jpg
Switzerland,20.933,Background,8.9571,46.0111,280.0,Lugano (greater city),88484.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/281.jpg
Switzerland,26.425,Traffic,9.374,47.4271,675.0,St. Gallen,75522.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/282.jpg
Spain,26.471,Traffic,-1.9808,43.3122,6.0,San SebastiÃ¡n/Donostia,188240.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/283.jpg
France,9.864,Background,0.6538,47.3441,90.0,Tours,242529.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/284.jpg
France,7.118,Background,55.4688,-20.8899,20.0,Saint Denis,147931.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/285.jpg
France,15.521,Traffic,-61.0536,14.6023,15.0,Fort-de-France,100038.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/286.jpg
France,14.045,Background,2.9005,42.6955,48.0,Perpignan,130264.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/287.jpg
France,23.492,Traffic,3.8746,43.6051,55.0,Montpellier,305601.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/288.jpg
France,14.021,Background,1.4181,43.5757,144.0,Toulouse,613199.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/289.jpg
France,14.086,Traffic,1.4925,48.4492,129.0,Chartres,75990.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/290.jpg
France,11.669,Traffic,2.4072,47.075,156.0,Bourges,64551.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/291.jpg
France,21.999,Traffic,1.9011,47.9071,117.0,Orléans,208564.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/292.jpg
France,2.991,Background,-52.3209,4.9379,5.0,Cayenne,122737.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/293.jpg
France,13.977,Background,-61.5341,16.2367,7.0,Les Abymes,53082.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/294.jpg
France,12.202,Background,4.3744,43.8344,42.0,Nîmes,150610.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/295.jpg
France,18.19,Background,5.9242,43.1311,26.0,Toulon,334333.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/296.jpg
France,11.324,Industrial,0.2325,49.5027,80.0,Le Havre,195042.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/297.jpg
France,23.321,Background,5.3947,43.3053,73.0,Marseille,895431.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/298.jpg
France,17.714,Background,1.0938,49.4424,17.0,Rouen,309039.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/299.jpg
France,16.347,Background,7.0059,43.5584,71.0,Nice,670215.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/300.jpg
France,27.174,Traffic,5.4482,43.5241,182.0,Aix-en-Provence,142482.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/301.jpg
France,11.131,Background,-1.6244,49.6422,6.0,Cherbourg,79200.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/302.jpg
France,10.53,Background,-0.3528,49.1517,22.0,Caen,144972.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/303.jpg
Germany,10.336,Background,10.1056,54.3476,30.0,Kiel,246794.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/304.jpg
Austria,16.824,Background,14.2991,46.6266,445.0,Klagenfurt,96640.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/305.jpg
Austria,19.713,Background,14.2975,48.3061,260.0,Linz,193814.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/306.jpg
Austria,17.061,Traffic,13.0433,47.8056,430.0,Salzburg,146631.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/307.jpg
France,20.983,Background,4.8298,45.7353,172.0,Lyon,1076752.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/308.jpg
France,30.883,Traffic,5.7206,45.1807,218.0,Grenoble,305569.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/309.jpg
France,12.926,Background,4.8043,43.9497,19.0,Avignon,109451.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/310.jpg
Austria,21.209,Traffic,15.4667,47.0595,366.0,Graz,269997.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/311.jpg
Austria,23.018,Traffic,11.4169,47.2713,570.0,Innsbruck,124579.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/312.jpg
Austria,16.124,Background,16.3498,48.2191,184.0,Wien,1766746.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/313.jpg
France,16.503,Background,5.9283,45.5647,280.0,Chambéry,87711.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/314.jpg
France,31.019,Traffic,4.3888,45.448,498.0,Saint-Etienne,194561.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/315.jpg
France,17.604,Background,6.2406,46.1958,441.0,Annemasse,61518.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/316.jpg
France,15.994,Background,3.0875,45.7722,390.0,Clermont-Ferrand,195162.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/317.jpg
France,13.071,Background,6.1356,45.9169,461.0,Annecy,126924.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/318.jpg
Belgium,26.876,Traffic,4.3846,50.8251,76.0,Bruxelles / Brussel,1223364.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/319.jpg
France,14.355,Background,4.0747,46.0411,259.0,Roanne,45140.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/320.jpg
France,14.042,Background,2.3324,51.0328,4.0,Dunkerque,135715.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/321.jpg
France,15.661,Background,4.8935,44.9335,125.0,Valence,94650.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/322.jpg
France,13.959,Background,3.508,50.3585,43.0,Valenciennes,103476.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/323.jpg
France,14.415,Background,3.284,49.8513,95.0,Saint-Quentin,53816.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/324.jpg
France,20.321,Traffic,-4.4887,48.3975,59.0,Brest,140064.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/325.jpg
France,8.334,Background,-2.7495,48.5135,90.0,Saint-Brieuc,64350.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/326.jpg
France,24.461,Traffic,3.1807,50.7065,31.0,Lille,906981.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/327.jpg
France,14.304,Background,6.1808,49.1194,192.0,Metz,166252.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/328.jpg
France,13.533,Background,2.3046,49.9017,26.0,Amiens,137609.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/329.jpg
France,13.033,Traffic,-3.3694,47.7589,19.0,Lorient,79877.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/330.jpg
France,22.457,Traffic,-1.6798,48.1075,27.0,Rennes,216815.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/331.jpg
France,13.166,Background,1.8901,50.9578,3.0,Calais,73911.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/332.jpg
France,30.101,Traffic,4.0231,49.2507,80.0,Reims,209507.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/333.jpg
France,12.146,Background,3.0659,50.3782,28.0,Douai,86074.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/334.jpg
France,29.954,Traffic,7.745,48.5904,139.0,Strasbourg,405733.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/335.jpg
France,12.939,Background,7.3091,47.7374,267.0,Mulhouse,180040.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/336.jpg
France,13.978,Background,6.1904,48.6882,200.0,Nancy,203610.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/337.jpg
France,18.7,Background,5.0411,47.3257,246.0,Dijon,198870.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/338.jpg
France,13.732,Background,6.0154,47.2474,321.0,Besançon,115934.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/339.jpg
France,16.809,Background,2.4744,49.2596,34.0,Creil,75375.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/340.jpg
France,9.841,Background,4.0503,48.295,119.0,Troyes,106948.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/341.jpg
France,16.849,Traffic,6.8593,47.6407,360.0,Belfort,62945.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/342.jpg
France,19.815,Background,7.3507,48.0746,195.0,Colmar,69105.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/343.jpg
Germany,9.788,Background,14.3345,51.7468,75.0,Cottbus,99678.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/344.jpg
France,8.72,Traffic,45.2232,-12.7729,7.0,Mamoudzou,103593.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/345.jpg
Germany,23.334,Traffic,13.0946,52.3889,32.0,Potsdam,180334.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/346.jpg
Netherlands,21.51,Industrial,4.7735,52.428,4.0,Zaanstad,155885.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/347.jpg
Germany,27.028,Traffic,14.5386,52.3373,56.0,Frankfurt (Oder),57751.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/348.jpg
Germany,19.724,Traffic,12.5486,52.4094,33.0,Brandenburg an der Havel,72184.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/349.jpg
Germany,15.092,Background,9.4857,47.6601,404.0,Friedrichshafen,61283.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/350.jpg
Germany,17.599,Background,9.979,48.3968,481.0,Ulm,126790.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/351.jpg
Netherlands,17.134,Traffic,6.5789,53.2178,2.0,Groningen,231299.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/352.jpg
Netherlands,16.344,Industrial,4.602,52.494,7.0,Greater Heemskerk,93868.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/353.jpg
Malta,28.513,Traffic,14.4899,35.8958,2.0,Valletta,255266.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/354.jpg
Germany,18.2,Background,8.6655,48.889,278.0,Pforzheim,125957.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/355.jpg
Germany,30.908,Traffic,9.1845,48.7687,302.0,Stuttgart,635911.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/356.jpg
Germany,14.833,Background,9.1693,47.6644,403.0,Konstanz,84911.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/357.jpg
Germany,37.098,Traffic,9.1937,48.8982,285.0,Ludwigsburg,93584.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/358.jpg
Germany,18.161,Background,9.2248,49.1655,157.0,Heilbronn,126592.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/359.jpg
Germany,17.162,Background,9.2073,48.4889,385.0,Reutlingen,115865.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/360.jpg
Germany,14.106,Background,8.6767,49.4195,112.0,Heidelberg,161485.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/361.jpg
Germany,20.705,Traffic,10.895,48.3646,492.0,Augsburg,296582.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/362.jpg
Germany,19.819,Background,11.5547,48.1545,521.0,München,1484226.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/363.jpg
Germany,14.455,Background,8.3556,49.0286,114.0,Karlsruhe,312060.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/364.jpg
Germany,31.757,Traffic,8.472,49.4926,101.0,Mannheim,310658.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/365.jpg
Germany,27.892,Traffic,7.8599,47.9882,289.0,Freiburg im Breisgau,231195.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/366.jpg
Germany,24.631,Traffic,11.0884,49.4459,307.0,Norimberga,518370.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/367.jpg
Germany,16.541,Background,10.2321,50.0484,231.0,Schweinfurt,53426.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/368.jpg
Germany,29.146,Traffic,9.058,48.5202,340.0,Tubinga,91506.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/369.jpg
Germany,20.123,Traffic,11.5701,49.9436,337.0,Bayreuth,74783.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/370.jpg
Germany,14.346,Background,8.6255,53.1809,20.0,Bremen,567559.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/371.jpg
Germany,15.075,Background,8.6646,49.8723,153.0,Darmstadt,159878.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/372.jpg
Germany,27.82,Traffic,8.5988,53.5853,5.0,Bremerhaven,113643.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/373.jpg
Germany,22.621,Traffic,11.4346,48.7426,367.0,Ingolstadt,137392.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/374.jpg
Germany,26.449,Traffic,12.1016,49.0152,337.0,Regensburg,153094.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/375.jpg
Germany,23.834,Traffic,9.9477,49.7905,198.0,Würzburg,127934.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/376.jpg
Germany,21.529,Traffic,13.7414,51.0649,112.0,Dresden,556780.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/377.jpg
Germany,24.369,Traffic,12.9034,50.8457,327.0,Chemnitz,246334.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/378.jpg
Germany,16.679,Background,10.8877,49.8983,231.0,Bamberg,77373.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/379.jpg
Germany,16.523,Traffic,11.9839,51.4758,111.0,Halle an der Saale,238762.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/380.jpg
Germany,17.508,Traffic,12.4866,50.7204,267.0,Zwickau,88690.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/381.jpg
Germany,10.287,Background,7.0363,49.2372,315.0,Saarbrücken,180374.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/382.jpg
Germany,21.836,Traffic,11.6327,52.1208,53.0,Magdeburg,237565.0,/work/cvcs2024/air_pollution_prediction/SENTINEL_2/383.jpg
